Reading,Word,Category
うぉりあー,戦神
こまんどめんつ,再世十戒,短縮よみ
せーじ,導神
しぇもーす,シェモース
しぇもーす,再世の導神 シェモース,短縮よみ
でーもん,魔神
べみどばる,ベミドバル
べみどばる,再世の魔神 ベミドバル
べれしーと,ベレシート
べれしーと,再世の戦神 ベレシート,短縮よみ
でうてろのみおん,デウテロノミオン
でうてろのみおん,創世の神 デウテロノミオン,短縮よみ
どらごん,龍神
とーら,再世神,短縮よみ
とーらりじぇねしす,再世神
ばーす,天地再世,短縮よみ
ぺんたちゅーく,再世律,短縮よみ
りじぇねしす,リジェネシス
りじぇねしす,再世
りじぇねしす,再世紀
りじぇねしす,創世
りじぇねしすうぉりあー,再世の戦神
りじぇねしすうぉりあーべれしーと,再世の戦神 ベレシート
りじぇねしすごっど,創世の神
りじぇねしすごっどでうてろのみおん,創世の神 デウテロノミオン
りじぇねしすこまんどめんつ,再世十戒
りじぇねしすせーじ,再世の導神
りじぇねしすせーじしぇもーす,再世の導神 シェモース
りじぇねしすでーもん,再世の魔神
りじぇねしすでーもんべみどばる,再世の魔神 ベミドバル
りじぇねしすどらごん,再世の龍神
りじぇねしすどらごんわいくらー,再世の龍神 ワイクラー
りじぇねしすばーす,天地再世
りじぇねしすぺんたちゅーく,再世律
わいくらー,ワイクラー
わいくらー,再世の龍神 ワイクラー,短縮よみ
